Year,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Product_Lines,Average_Price_USD
-0.4493762366964436,-1.1571851774329163,-0.8447836679591785,0.3455486037034891,-0.9515667058269631,0.5023793567282365
1.3865838892688316,0.7595481659690763,-0.6632071245346642,0.9981018323839325,-0.9515667058269631,-0.14229092229332077
-0.678871252442103,0.5617098998226133,1.589865209149446,0.9674342540316447,-0.601202850056815,-0.7094178002567609
-0.2198812209507842,0.18775074093811642,0.35414168302370236,-1.3641445302035629,-1.3019305615971113,0.8429023445209048
-0.2198812209507842,1.0873403923498481,0.7428593682068692,-1.2063854376550212,1.676162212449148,-1.067801908517872
0.23910881054053462,0.9246702599163897,-0.6737010491578741,0.833488051672907,0.9754345009088516,-0.6405145347098009
-1.3673562996790811,-0.37970320941115765,-0.9350369723187961,-1.397729648689583,-1.1267486337120372,0.6546345177945958
-0.2198812209507842,0.7844180613238898,0.88426076010008,-0.9271050915162203,-0.4260209221717409,-0.5465621367985615
-1.5968513154247406,0.3392119064510955,-1.265089026322465,-0.8128790802164629,0.44988871725362944,-0.9676053790607544
-0.678871252442103,1.6453367768599678,0.28562572404064,1.3269720090591621,-1.1267486337120372,0.6049718901506332
-0.2198812209507842,-1.0848873407958233,0.9463727996382086,1.7340530710631754,-0.9515667058269631,1.4718170823162344
0.468603826286194,-0.19083211680107842,0.741900723210733,-0.7184797446227421,1.676162212449148,-1.6516282080574987
-0.2198812209507842,1.2974384660655855,1.0700307120700157,0.2730252512880795,0.27470678936855536,0.009310783146144211
-1.3673562996790811,-1.1777816541492974,1.4797935692992794,-1.2451176620711508,-1.3019305615971113,-0.21555055868624245
0.9275938577775128,-1.0781619606435358,1.3951222709402684,-0.27427068768930096,-0.9515667058269631,0.7276037294644534
1.3865838892688316,-0.24022162729444105,-0.68100899648575,-1.0629624496972931,-0.601202850056815,-0.030695222455936824
-0.2198812209507842,1.0131510425449246,1.5582808009708449,0.2506968823542992,-1.6522944173672593,0.40545010540558973
0.468603826286194,0.4241198308737277,-0.4050658900007506,0.5275072022682392,1.1506164287939258,0.5478308258877697
-0.4493762366964436,0.48724032584467775,1.5962472803508148,0.19930829645631687,1.5009802845640738,-0.44251747976084427
0.6980988420318535,-0.06585213563773211,1.0988699321411401,0.11392918483760563,1.5009802845640738,1.431230227268025
-0.2198812209507842,0.787990919529793,0.5715557150950646,0.4380465271680694,1.676162212449148,0.5445635477532984
1.616078905014491,-1.5467668339628313,0.5127765499548453,-0.9549668342174722,1.5009802845640738,-0.7238664302292005
0.9275938577775128,-0.3405418812327326,-0.2953921538581115,-0.7038979597678048,1.3257983566789997,-0.9432097023233691
-0.9083662681877624,0.21836523183967604,-0.49835578560122,0.7331708144195663,-0.7763847779418891,-0.04536167097067423
1.1570888735231724,-0.35357230527778993,1.6926983406333658,0.6690729727052455,0.09952486148348128,1.5166150958488733
-0.9083662681877624,0.30145169913772996,-1.3536367484220972,0.08822532218994114,-0.25083899428666684,1.584138843961279
-1.5968513154247406,-0.4140306706051261,1.7085078205658188,0.5861812867635289,-0.0756570664015928,1.4339892621371342
-0.9083662681877624,-0.6883701359838615,1.486872623940409,-0.07100959188855736,-0.9515667058269631,1.40189733023855
0.23910881054053462,0.7770621767823255,0.07777437104164137,-0.6044165921949534,0.9754345009088516,0.9322079468631187
